Company,Item,Category,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbs (g),Fiber (g),Sugars (g),Protein (g)
KFC,Wild Cherry Pepsi (20 fl oz),Drink,260,0,0,0,0,50,70,0,70,0
KFC,Wild Cherry Pepsi (30 fl oz),Drink,390,0,0,0,0,80,105,0,105,0
KFC,Country Fried Steak without Peppered White Gravy,Extra,360,24,7,1,35,750,22,2,0,13
KFC,Country Fried Steak with Peppered White Gravy,Extra,390,26,7,1,35,910,26,2,0,13
KFC,KFC Gizzards,Extra,300,16,2,0,210,770,18,<1,0,20
KFC,KFC Livers,Extra,230,13,2.5,0,285,750,12,0,0,17
Taco Bell,Bacon Club Chalupa,Extra,440,27,5,0,50,840,31,2,3,20
Taco Bell,Blue Raspberry Freeze (16 oz),Drink,120,0,0,0,0,35,30,0,30,0
Taco Bell,Blue Raspberry Freeze (20 oz),Drink,150,0,0,0,0,40,38,0,38,0
Taco Bell,Loaded Nacho Taco,Extra,250,12,4.5,0,25,610,24,3,2,10
Taco Bell,Midnight Berry Freeze (16 oz),Drink,140,0,0,0,0,35,35,0,34,0
Taco Bell,Midnight Berry Freeze (20 oz),Drink,170,0,0,0,0,40,43,0,42,0
Taco Bell,Nacho Fries,Extra,320,18,1.5,0,<5,630,35,4,2,4
Taco Bell,Nacho Fries BellGrande,Extra,710,40,6,0,30,1440,73,10,4,13
Taco Bell,Black Bean Chalupa – Online Exclusive,Extra,330,15,3,0,10,430,39,5,3,10
Taco Bell,Black Bean Quesarito – Online Exclusive,Extra,630,29,10,0,35,1260,73,7,5,19
Taco Bell,Quesarito – Online Exclusive,Extra,650,33,12,0.5,55,1390,67,6,5,22
Taco Bell,Chalupa Supreme – Beef,Extra,350,18,5,0,25,560,33,4,3,13
Taco Bell,Chalupa Supreme – Chicken,Extra,330,15,3.5,0,35,560,31,2,3,16
Taco Bell,Chalupa Supreme – Steak,Extra,330,16,4,0,30,530,32,2,3,15
Taco Bell,Cheesy Gordita Crunch,Extra,500,28,10,0.5,55,850,41,5,4,20
Taco Bell,Crunchy Taco,Extra,170,9,3.5,0,25,310,13,3,<1,8
Taco Bell,Crunchy Taco Supreme,Extra,190,11,4.5,0,25,340,15,3,2,8
Taco Bell,Loaded Nacho Taco (New),Extra,250,12,4.5,0,25,610,24,3,2,10
Taco Bell,Nacho Cheese Doritos Locos Taco,Extra,170,9,3.5,0,25,360,13,3,<1,8
Taco Bell,Nacho Cheese Doritos Locos Taco Supreme,Extra,190,11,4.5,0,30,380,15,3,2,8
Taco Bell,Soft Taco – Beef,Extra,180,9,4,0,25,500,17,3,1,9
Taco Bell,Soft Taco – Chicken,Extra,160,5,2.5,0,30,500,16,1,1,12
Taco Bell,Soft Taco Supreme,,,,,,,,,,
Taco Bell,Soft Taco – Beef,Extra,210,10,5,0,25,520,20,3,2,10
Taco Bell,Soft Taco – Chicken,Extra,180,7,3.5,0,35,520,18,2,2,13
Taco Bell,Bean Burrito (V),Extra,350,9,3.5,0,5,1000,54,11,3,13
Taco Bell,Beefy 5-Layer Burrito,Extra,490,18,7,0,30,1250,63,9,5,18
Taco Bell,Burrito Supreme – Beef,Extra,390,14,6,0,25,1110,51,9,4,16
Taco Bell,Burrito Supreme – Chicken,Extra,370,11,4.5,0,35,1110,49,8,4,19
Taco Bell,Burrito Supreme – Steak,Extra,370,12,5,0,30,1090,49,7,4,18
Taco Bell,Chili Cheese Burrito (regional),Extra,370,17,8,0,35,970,40,4,2,16
Taco Bell,Quesarito – Beef,Extra,650,33,12,0.5,55,1390,67,6,5,22
Taco Bell,Quesarito – Chicken,Extra,620,29,11,0,65,1390,66,4,4,25
Taco Bell,Quesarito – Steak,Extra,630,30,11,0,60,1370,66,4,4,24
Taco Bell,Chips and Nacho Cheese Sauce (V),Extra,220,13,1.5,0,<5,250,24,2,2,2
Taco Bell,Nacho Fries (V) (New),Extra,320,18,1.5,0,<5,630,35,4,2,4
Taco Bell,Nacho Fries BellGrande (New),Extra,710,40,6,0,30,1440,73,10,4,13
Taco Bell,Nachos BellGrande – Beef,Extra,740,38,7,0,25,1050,82,15,5,16
Taco Bell,Nachos BellGrande – Chicken,Extra,720,35,6,0,35,1050,81,14,5,20
Taco Bell,Nachos BellGrande – Steak,Extra,720,36,6,0,30,1030,81,14,5,19
Taco Bell,Beef Quesarito,Extra,650,33,12,0.5,55,1390,67,6,5,22
Taco Bell,Black Bean Quesarito (V),Extra,630,29,10,0,35,1260,73,7,5,19
Taco Bell,Quesadilla – Cheese (V),Extra,470,25,12,0.5,50,990,37,4,2,19
Taco Bell,Quesadilla – Chicken,Extra,510,26,12,0.5,75,1250,38,4,2,27
Taco Bell,Quesadilla – Steak,Extra,520,27,12,0.5,70,1230,38,4,2,27
Taco Bell,Bacon Club Chalupa – Specialties,Extra,440,27,5,0,50,840,31,2,3,20
Taco Bell,Black Bean Chalupa – Specialties,Extra,330,15,3,0,10,430,39,5,3,10
Taco Bell,Black Bean Crunchwrap Supreme – Specialties,Extra,510,17,4.5,0,5,1080,77,8,6,13
Taco Bell,Black Bean Quesarito – Specialties,Extra,630,29,10,0,35,1260,73,7,5,19
Taco Bell,Chalupa Supreme – Specialties,Extra,350,18,5,0,25,560,33,4,3,13
Taco Bell,Cheesy Gordita Crunch – Specialties,Extra,500,28,10,0.5,55,850,41,5,4,20
Taco Bell,Cheesy Roll Up – Specialties,Extra,180,9,5,0,20,430,15,2,<1,9
Taco Bell,Crunchwrap Supreme – Specialties,Extra,530,21,6,0,25,1200,71,6,6,16
Taco Bell,Crunchy Taco – Specialties,Extra,170,9,3.5,0,25,310,13,3,<1,8
Taco Bell,Nacho Cheese Doritos Locos Taco – Specialties,Extra,170,9,3.5,0,25,360,13,3,<1,8
Taco Bell,Nachos BellGrande – Specialties,Extra,740,38,7,0,25,1050,82,15,5,16
Taco Bell,Power Menu Bowl – Specialties,Extra,470,19,6,0,70,1200,50,7,2,26
Taco Bell,Quesadilla – Specialties,Extra,510,26,12,0.5,75,1250,38,4,2,27
Taco Bell,Quesarito – Specialties,Extra,650,33,12,0.5,55,1390,67,6,5,22
Taco Bell,Soft Taco – Specialties,Extra,180,9,4,0,25,500,17,3,1,9
Taco Bell,Soft Taco Supreme – Specialties,Extra,210,10,5,0,25,520,20,3,2,10
Taco Bell,Veggie Power Menu Bowl – Specialties,Extra,430,17,5,0,20,810,57,10,2,12
Taco Bell,Black Beans & Rice (V),Extra,170,3.5,0,0,0,320,31,4,0,4
Taco Bell,Black Beans (V),Extra,50,1,0,0,0,135,8,3,0,2
Taco Bell,Cinnabon Delights (2 Pk) (V),Dessert,160,9,2,0,5,80,17,0,10,2
Taco Bell,Cinnabon Delights (12 Pk – Serves 4) (V),Dessert,930,53,13,2,40,480,104,3,59,9
Taco Bell,Cinnamon Twists (V),Dessert,170,6,0,0,0,210,27,<1,13,1
Taco Bell,Diablo Sauce Packet (V),Sauces,0,0,0,0,0,30,0,0,0,0
Taco Bell,Fire Sauce Packet (V),Sauces,0,0,0,0,0,55,0,0,0,0
Taco Bell,Hot Sauce Packet (V),Sauces,0,0,0,0,0,45,0,0,0,0
Taco Bell,Mild Sauce Packet (V),Sauces,0,0,0,0,0,30,0,0,0,0
Taco Bell,Blue Raspberry Freeze (16 oz) (New),Drink,120,0,0,0,0,35,30,0,30,0
Taco Bell,Blue Raspberry Freeze (20 oz) (New),Drink,150,0,0,0,0,40,38,0,38,0
Taco Bell,Dragon Fruit Freeze (16 oz),Drink,190,0,0,0,0,50,49,0,47,0
Taco Bell,Dragon Fruit Freeze (20 oz),Drink,230,0,0,0,0,60,59,0,57,0
Taco Bell,Lowfat Milk – CA (Regional),Drink,100,2,1.5,0,10,130,13,0,12,9
Taco Bell,Lowfat Milk – Federal (Regional),Drink,80,2,1.5,0,10,100,10,0,9,7
Taco Bell,Midnight Berry Freeze (16 oz) (New),Drink,140,0,0,0,0,35,35,0,34,0
Taco Bell,Midnight Berry Freeze (20 oz) (New),Drink,170,0,0,0,0,40,43,0,42,0
Taco Bell,Mtn Dew Baja Blast Freeze (16 oz),Drink,150,0,0,0,0,45,41,0,41,0
Taco Bell,Mtn Dew Baja Blast Freeze (20 oz),Drink,190,0,0,0,0,55,51,0,51,0
Taco Bell,Orange Juice,Drink,140,0,0,0,0,20,33,<1,28,2
Taco Bell,Premium Hot Coffee,Drink,10,0,0,0,0,0,0,0,0,2
Taco Bell,Regular Iced Coffee,Drink,10,0,0,0,0,0,0,0,0,2
Taco Bell,Water,Drink,0,0,0,0,0,0,0,0,0,0
Taco Bell,Wild Strawberry Freeze (16 oz),Drink,150,0,0,0,0,40,41,0,41,0
Taco Bell,Wild Strawberry Freeze (20 oz),Drink,190,0,0,0,0,55,51,0,51,0
Taco Bell,Beef Burrito – Value Menu,Extra,430,19,5,0,20,970,51,4,3,12
Taco Bell,Cheesy Bean & Rice Burrito – Value Menu,Extra,420,16,4,0,<5,880,56,7,3,10
Taco Bell,Cheesy Roll Up – Value Menu,Extra,180,9,5,0,20,430,15,2,<1,9
Taco Bell,Chicken Chipotle Melt – Value Menu,Extra,190,9,3,0,35,530,15,1,<1,12
Taco Bell,Chips and Nacho Cheese Sauce – Value Menu,Extra,220,13,1.5,0,<5,250,24,2,2,2
Taco Bell,Cinnamon Twists – Value Menu,Dessert,170,6,0,0,0,210,27,<1,13,1
Taco Bell,Loaded Nacho Taco – Value Menu,Extra,250,12,4.5,0,25,610,24,3,2,10
Taco Bell,Bean Burrito,Extra,350,9,3.5,0,5,1000,54,11,3,13
Taco Bell,Black Bean Chalupa,Extra,330,15,3,0,10,430,39,5,3,10
Taco Bell,Black Bean Crunchwrap Supreme,Extra,510,17,4.5,0,5,1080,77,8,6,13
Taco Bell,Black Bean Quesarito,Extra,630,29,10,0,35,1260,73,7,5,19
Taco Bell,Black Beans & Rice,Extra,170,3.5,0,0,0,320,31,4,0,4
Taco Bell,Cheese Quesadilla,Extra,470,25,12,0.5,50,990,37,4,2,19
Taco Bell,Cheesy Bean & Rice Burrito,Extra,420,16,4,0,<5,880,56,7,3,10
Taco Bell,Cheesy Roll Up,Extra,180,9,5,0,20,430,15,2,<1,9
Taco Bell,Chips and Nacho Cheese Sauce,Extra,220,13,1.5,0,<5,250,24,2,2,2
Taco Bell,Cinnabon Delights (2 Pack),Dessert,160,9,2,0,5,80,17,0,10,2
Taco Bell,Cinnabon Delights (12 Pack – Serves 4),Dessert,930,53,13,2,40,480,104,3,59,9
Taco Bell,Cinnamon Twists,Dessert,170,6,0,0,0,210,27,<1,13,1
Taco Bell,Hash Brown,Breakfast,160,12,1,0,0,270,13,2,0,1
Taco Bell,Power Menu Bowl – Veggie,Extra,430,17,5,0,20,810,57,10,2,12
Taco Bell,Power Menu Bowl – Chicken,Extra,470,19,6,0,70,1200,50,7,2,26
Taco Bell,Power Menu Bowl – Steak,Extra,480,20,7,0,60,1150,51,7,2,25
Taco Bell,Power Menu Bowl – Veggie (V),Extra,430,17,5,0,20,810,57,10,2,12
Taco Bell,Breakfast Crunchwrap – Bacon,Breakfast,670,41,12,0,140,1270,50,4,3,21
Taco Bell,Breakfast Crunchwrap – Sausage,Breakfast,720,47,15,0,145,1210,51,4,3,21
Taco Bell,Breakfast Crunchwrap – Steak,Breakfast,660,38,12,0,145,1300,51,4,3,24
Taco Bell,Breakfast Salsa Packet (V),Sauces,0,0,0,0,0,50,<1,0,0,0
Taco Bell,Cheesy Toasted Breakfast Burrito – Bacon,Breakfast,350,16,4.5,0,115,870,36,2,3,13
Taco Bell,Cheesy Toasted Breakfast Burrito – Fiesta Potato (V),Breakfast,340,14,3.5,0,100,750,43,3,3,10
Taco Bell,Cheesy Toasted Breakfast Burrito – Sausage,Breakfast,340,17,5,0,110,730,36,2,3,11
Taco Bell,Cinnabon Delights (2 Pack) (V),Dessert,160,9,2,0,5,80,17,0,10,2
Taco Bell,Cinnabon Delights (12 Pack – Serves 4) (V),Dessert,930,53,13,2,40,480,104,3,59,9
Taco Bell,Grande Toasted Breakfast Burrito – Bacon,Breakfast,560,30,10,0,230,1290,49,4,3,24
Taco Bell,Grande Toasted Breakfast Burrito – Sausage,Breakfast,560,31,10,0,230,1150,49,4,3,22
Taco Bell,Grande Toasted Breakfast Burrito – Steak,Breakfast,560,28,9,0,240,1310,50,4,3,27
Taco Bell,Hash Brown (V),Breakfast,160,12,1,0,0,270,13,2,0,1
Taco Bell,Hash Brown Toasted Breakfast Burrito – Bacon,Breakfast,570,33,10,0,135,1270,49,4,2,21
Taco Bell,Hash Brown Toasted Breakfast Burrito – Sausage,Breakfast,570,34,10,0,130,1130,49,4,2,18
Taco Bell,Hash Brown Toasted Breakfast Burrito – Steak,Breakfast,570,30,9,0,140,1290,50,4,2,24
Taco Bell,7-Up (16 fl oz),Drink,190,,,,70,46,,,46,
Taco Bell,Brisk Mango Iced Tea (16 fl oz),Drink,100,,,,50,26,,,26,
Taco Bell,Brisk Unsweetened No Lemon Iced Tea (16 fl oz),Drink,0,,,,60,0,,,0,
Taco Bell,Diet Dr Pepper (16 fl oz),Drink,0,,,,95,0,,,0,
Taco Bell,Diet Mtn Dew (16 fl oz),Drink,5,,,,75,1,,,1,
Taco Bell,Diet Pepsi (16 fl oz),Drink,0,,,,75,0,,,0,
Taco Bell,Dr Pepper (16 fl oz),Drink,190,,,,60,52,,,51,
Taco Bell,G2 – Fruit Punch (16 fl oz),Drink,30,,,,140,7,,,6,
Taco Bell,Mtn Dew (16 fl oz),Drink,220,,,,70,59,,,58,
Taco Bell,Mtn Dew Baja Blast (16 fl oz),Drink,220,,,,65,59,,,59,
Taco Bell,Mtn Dew Baja Blast Zero Sugar (16 fl oz),Drink,5,,,,70,0,,,0,
Taco Bell,Mtn Dew Kickstart Orange Citrus (16 fl oz),Drink,70,,,,75,18,,,18,
Taco Bell,Mug Root Beer (16 fl oz),Drink,190,,,,60,52,,,52,
Taco Bell,Pepsi (16 fl oz),Drink,200,,,,45,55,,,55,
Taco Bell,Pepsi Wild Cherry (16 fl oz),Drink,210,,,,40,56,,,56,
Taco Bell,Pepsi Zero Sugar (16 fl oz),Drink,0,,,,85,0,,,0,
Taco Bell,Sierra Mist (16 fl oz),Drink,200,,,,45,54,,,54,
Taco Bell,Tropicana Pink Lemonade (16 fl oz),Drink,210,,,,210,53,,,53,
Taco Bell,7-Up (20 fl oz),Drink,240,,,,85,58,,,58,
Taco Bell,Brisk Mango Iced Tea (20 fl oz),Drink,120,,,,60,32,,,32,
Taco Bell,Brisk Unsweetened No Lemon Iced Tea (20 fl oz),Drink,0,,,,75,0,,,0,
Taco Bell,Diet Dr Pepper (20 fl oz),Drink,0,,,,120,0,,,0,
Taco Bell,Diet Mtn Dew (20 fl oz),Drink,10,,,,90,1,,,1,
Taco Bell,Diet Pepsi (20 fl oz),Drink,0,,,,95,0,,,0,
Taco Bell,Dr Pepper (20 fl oz),Drink,240,,,,75,65,,,64,
Taco Bell,G2 – Fruit Punch (20 fl oz),Drink,35,,,,180,9,,,8,
Taco Bell,Mtn Dew (20 fl oz),Drink,270,,,,85,73,,,73,
Taco Bell,Mtn Dew Baja Blast (20 fl oz),Drink,280,,,,80,74,,,73,
Taco Bell,Mtn Dew Baja Blast Zero Sugar (20 fl oz),Drink,10,,,,85,0,,,0,
Taco Bell,Mtn Dew Kickstart Orange Citrus (20 fl oz),Drink,90,,,,90,23,,,22,
Taco Bell,Mug Root Beer (20 fl oz),Drink,240,,,,75,65,,,65,
Taco Bell,Pepsi (20 fl oz),Drink,250,,,,55,69,,,69,
Taco Bell,Pepsi Wild Cherry (20 fl oz),Drink,260,,,,50,70,,,70,
Taco Bell,Pepsi Zero Sugar (20 fl oz),Drink,0,,,,105,0,,,0,
Taco Bell,Sierra Mist (20 fl oz),Drink,260,,,,55,68,,,68,
Taco Bell,Tropicana Pink Lemonade (20 fl oz),Drink,260,,,,260,67,,,67,
Taco Bell,,,,,,,,,,,
Taco Bell,FOUNTAIN BEVERAGES (30 OZ),,,,,,,,,,
Taco Bell,7-Up (30 fl oz),Drink,350,,,,125,87,,,87,
Taco Bell,Brisk Mango Iced Tea (30 fl oz),Drink,180,,,,90,48,,,48,
Taco Bell,Brisk Unsweetened No Lemon Iced Tea (30 fl oz),Drink,0,,,,115,0,,,0,
Taco Bell,Diet Dr Pepper (30 fl oz),Drink,0,,,,180,1,,,0,
Taco Bell,Diet Mtn Dew (30 fl oz),Drink,10,,,,140,1,,,1,
Taco Bell,Diet Pepsi (30 fl oz),Drink,0,,,,140,0,,,0,
Taco Bell,Dr Pepper (30 fl oz),Drink,360,,,,110,98,,,96,
Taco Bell,G2 – Fruit Punch (30 fl oz),Drink,50,,,,270,13,,,12,
Taco Bell,Mtn Dew (30 fl oz),Drink,410,,,,125,110,,,109,
Taco Bell,Mtn Dew Baja Blast (30 fl oz),Drink,420,,,,120,110,,,110,
Taco Bell,Mtn Dew Baja Blast Zero Sugar (30 fl oz),Drink,15,,,,125,0,,,0,
Taco Bell,Mtn Dew Kickstart Orange Citrus (30 fl oz),Drink,130,,,,140,34,,,33,
Taco Bell,Mug Root Beer (30 fl oz),Drink,360,,,,110,98,,,98,
Taco Bell,Pepsi (30 fl oz),Drink,380,,,,80,104,,,103,
Taco Bell,Pepsi Wild Cherry (30 fl oz),Drink,390,,,,80,105,,,105,
Taco Bell,Pepsi Zero Sugar (30 fl oz),Drink,0,,,,160,<1,,,0,
Taco Bell,Sierra Mist (30 fl oz),Drink,380,,,,80,101,,,101,
Taco Bell,Tropicana Pink Lemonade (30 fl oz),Drink,390,,,,390,100,,,100,
Pizza Hut,Detroit Double Cheesy Pizza Slice,Pizza,280,12,6,0,30,560,31,2,2,13
Pizza Hut,Detroit Double Pepperoni Pizza Slice,Pizza,330,17,7,0,40,720,30,2,2,14
Pizza Hut,Detroit Meaty Pizza Slice,Pizza,320,16,6,0,35,640,31,2,2,14
Pizza Hut,Detroit Supremo Pizza Slice,Pizza,290,13,6,0,30,570,31,2,2,13
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Personal Pan,Pizza,180,6,2,0,15,370,25,1,8,8
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Medium,Pizza,270,10,4,0,25,450,33,2,6,11
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Large,Pizza,380,16,6,0,35,650,43,2,7,16
Pizza Hut,Pan Pizza Slices Beyond Meat Pepperoni Medium,Pizza,240,10,4.5,0,15,470,29,2,1,10
Pizza Hut,Pan Pizza Slices Beyond Meat Pepperoni Large,Pizza,350,16,6,0,25,680,38,3,2,14
Pizza Hut,Pan Pizza Slices Buffalo Chicken Personal Pan,Pizza,160,5,2,0,15,570,22,1,2,7
Pizza Hut,Pan Pizza Slices Buffalo Chicken Medium,Pizza,240,9,3.5,0,20,680,31,2,2,11
Pizza Hut,Pan Pizza Slices Buffalo Chicken Large,Pizza,350,14,5,0,30,850,40,2,2,15
Pizza Hut,Pan Pizza Slices Cheese Personal Pan,Pizza,150,6,2.5,0,15,310,17,1,2,7
Pizza Hut,Pan Pizza Slices Cheese Medium,Pizza,250,10,4.5,0,25,450,28,2,1,11
Pizza Hut,Pan Pizza Slices Cheese Large,Pizza,360,17,7,0,35,660,37,2,2,16
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Personal Pan,Pizza,180,8,3,0,20,350,17,1,2,9
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Medium,Pizza,270,13,4.5,0,30,470,27,2,1,12
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Large,Pizza,390,20,7,0,40,680,35,2,2,18
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Personal Pan,Pizza,150,5,2,0,15,330,18,1,3,8
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Medium,Pizza,240,9,3.5,0,20,480,29,2,2,12
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Large,Pizza,350,15,5,0,30,690,38,2,3,17
Pizza Hut,Pan Pizza Slices Meat Lover’s Personal Pan,Pizza,210,12,4.5,0,25,460,18,1,2,9
Pizza Hut,Pan Pizza Slices Meat Lover’s Medium,Pizza,320,17,6,0,35,640,28,2,1,13
Pizza Hut,Pan Pizza Slices Meat Lover’s Large,Pizza,470,27,10,0,50,940,37,2,2,19
Pizza Hut,Pan Pizza Slices Pepperoni Personal Pan,Pizza,150,7,2.5,0,15,310,17,1,2,6
Pizza Hut,Pan Pizza Slices Pepperoni Medium,Pizza,250,11,4.5,0,25,470,28,2,1,10
Pizza Hut,Pan Pizza Slices Pepperoni Large,Pizza,370,18,6,0,35,680,36,2,2,15
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s Personal Pan,Pizza,180,9,3.5,0,20,370,17,1,2,8
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s Medium,Pizza,300,15,6,0,35,580,28,2,1,13
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s Large,Pizza,440,24,9,0.5,50,850,37,3,2,19
Pizza Hut,Pan Pizza Slices Supreme Personal Pan,Pizza,170,8,3,0,15,360,18,1,2,7
Pizza Hut,Pan Pizza Slices Supreme Medium,Pizza,270,13,5,0,25,500,29,2,2,11
Pizza Hut,Pan Pizza Slices Supreme Large,Pizza,390,20,7,0,40,740,37,2,2,16
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s Personal Pan,Pizza,170,8,3.5,0,15,330,17,1,2,8
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s Medium,Pizza,270,13,5,0,25,470,27,2,1,12
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s Large,Pizza,390,20,8,0,40,670,36,2,2,17
Pizza Hut,Pan Pizza Slices Veggie Lover’s Personal Pan,Pizza,140,5,2,0,10,290,18,1,2,6
Pizza Hut,Pan Pizza Slices Veggie Lover’s Medium,Pizza,230,9,3.5,0,15,420,29,2,2,9
Pizza Hut,Pan Pizza Slices Veggie Lover’s Large,Pizza,330,15,5,0,25,620,38,3,3,14
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Small,Pizza,140,4,2,0,15,250,20,1,4,6
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Medium,Pizza,220,7,3,0,20,390,31,2,6,10
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Large,Pizza,300,10,4.5,0,30,530,40,2,7,14
Pizza Hut,Hand Tossed Slices Beyond Meat Pepperoni Medium,Pizza,200,7,3.5,0,15,410,26,2,1,9
Pizza Hut,Hand Tossed Slices Beyond Meat Pepperoni Large,Pizza,280,10,5,0,20,560,35,3,2,12
Pizza Hut,Hand Tossed Slices Buffalo Chicken Small,Pizza,130,3.5,1.5,0,10,380,19,<1,<1,6
Pizza Hut,Hand Tossed Slices Buffalo Chicken Medium,Pizza,200,5,2.5,0,20,560,28,2,1,9
Pizza Hut,Hand Tossed Slices Buffalo Chicken Large,Pizza,270,8,4,0,30,740,37,2,2,13
Pizza Hut,Hand Tossed Slices Cheese Small,Pizza,130,4.5,2,0,10,250,17,1,<1,6
Pizza Hut,Hand Tossed Slices Cheese Medium,Pizza,210,8,3.5,0,20,390,26,2,1,10
Pizza Hut,Hand Tossed Slices Cheese Large,Pizza,290,10,5,0,30,540,34,3,2,13
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Small,Pizza,150,6,2.5,0,15,270,16,1,<1,7
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Medium,Pizza,230,9,4,0,25,410,25,2,1,11
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Large,Pizza,310,13,5,0,35,560,33,2,1,16
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Small,Pizza,130,4,1.5,0,10,270,17,1,1,7
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Medium,Pizza,210,6,3,0,20,420,27,2,2,10
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Large,Pizza,280,9,4,0,30,580,36,3,3,15
Pizza Hut,Hand Tossed Slices Meat Lover’s Small,Pizza,180,9,3.5,0,20,370,17,1,<1,7
Pizza Hut,Hand Tossed Slices Meat Lover’s Medium,Pizza,290,15,6,0,30,590,26,2,1,12
Pizza Hut,Hand Tossed Slices Meat Lover’s Large,Pizza,390,21,8,0,45,830,34,3,2,17
Pizza Hut,Hand Tossed Slices Pepperoni Small,Pizza,130,5,2,0,10,260,16,1,<1,6
Pizza Hut,Hand Tossed Slices Pepperoni Medium,Pizza,220,9,4,0,20,420,25,2,1,9
Pizza Hut,Hand Tossed Slices Pepperoni Large,Pizza,300,13,6,0,30,590,34,3,2,13
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s Small,Pizza,160,7,3,0,20,310,17,1,<1,7
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s Medium,Pizza,270,13,6,0,35,530,26,2,1,12
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s Large,Pizza,370,18,8,0,50,740,35,3,2,17
Pizza Hut,Hand Tossed Slices Supreme Small,Pizza,150,6,2.5,0,15,280,17,1,1,6
Pizza Hut,Hand Tossed Slices Supreme Medium,Pizza,240,10,4,0,25,450,26,2,2,10
Pizza Hut,Hand Tossed Slices Supreme Large,Pizza,320,14,6,0,35,630,35,3,2,14
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s Small,Pizza,150,6,2.5,0,15,250,16,1,<1,6
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s Medium,Pizza,230,10,4.5,0,25,390,25,2,1,11
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s Large,Pizza,310,13,6,0,35,540,33,2,1,15
Pizza Hut,Hand Tossed Slices Veggie Lover’s Small,Pizza,120,4,1.5,0,10,230,17,1,1,5
Pizza Hut,Hand Tossed Slices Veggie Lover’s Medium,Pizza,200,6,2.5,0,15,370,27,2,2,8
Pizza Hut,Hand Tossed Slices Veggie Lover’s Large,Pizza,260,9,4,0,20,510,36,3,3,11
